name,date,price,year,month,day,stock_id,log_return
vcb,2021-06-23,84929,2021,6,23,3,0.019331050390093918
vcb,2021-06-24,85703,2021,6,24,3,0.009072217505199877
vcb,2021-06-25,87174,2021,6,25,3,0.017018290491906965
vcb,2021-06-28,87174,2021,6,28,3,0.0
vcb,2021-06-29,88258,2021,6,29,3,0.012358221945618761
vcb,2021-06-30,90116,2021,6,30,3,0.020833386052020862
vcb,2021-07-01,90116,2021,7,1,3,0.0
vcb,2021-07-02,88954,2021,7,2,3,-0.012978347130376204
vcb,2021-07-05,87948,2021,7,5,3,-0.011373651452806664
vcb,2021-07-06,86709,2021,7,6,3,-0.014188046104337229
vcb,2021-07-07,87793,2021,7,7,3,0.012424086183875704
vcb,2021-07-08,85935,2021,7,8,3,-0.02139057428260111
vcb,2021-07-09,85006,2021,7,9,3,-0.010869354294272457
vcb,2021-07-12,82916,2021,7,12,3,-0.02489379509711353
vcb,2021-07-13,80051,2021,7,13,3,-0.03516411558018814
vcb,2021-07-14,78813,2021,7,14,3,-0.01558597368076991
vcb,2021-07-15,79355,2021,7,15,3,0.006853499083215039
vcb,2021-07-16,79355,2021,7,16,3,0.0
vcb,2021-07-19,75096,2021,7,19,3,-0.055164161924831194
vcb,2021-07-20,77574,2021,7,20,3,0.03246502446578056
vcb,2021-07-21,76645,2021,7,21,3,-0.012047947882400484
vcb,2021-07-22,77651,2021,7,22,3,0.01304005619376512
vcb,2021-07-23,75096,2021,7,23,3,-0.033457132777145175
vcb,2021-07-26,74322,2021,7,26,3,-0.010360290234572874
vcb,2021-07-27,73548,2021,7,27,3,-0.010468750508522839
vcb,2021-07-28,75096,2021,7,28,3,0.020829040743095786
vcb,2021-07-29,75793,2021,7,29,3,0.009238645064309395
vcb,2021-07-30,75871,2021,7,30,3,0.0010285896043487545
vcb,2021-08-02,75096,2021,8,2,3,-0.010267234668658212
vcb,2021-08-03,76490,2021,8,3,3,0.01839271829908387
vcb,2021-08-04,76258,2021,8,4,3,-0.0030376853169786643
vcb,2021-08-05,76955,2021,8,5,3,0.00909850741512141
vcb,2021-08-06,75948,2021,8,6,3,-0.013171939850748783
vcb,2021-08-09,76103,2021,8,9,3,0.002038790322855785
vcb,2021-08-10,76645,2021,8,10,3,0.007096685714046521
vcb,2021-08-11,77806,2021,8,11,3,0.015034177415239502
vcb,2021-08-12,77342,2021,8,12,3,-0.005981403348850192
vcb,2021-08-13,77109,2021,8,13,3,-0.003017140410259987
vcb,2021-08-16,77884,2021,8,16,3,0.01000053497917458
vcb,2021-08-17,78193,2021,8,17,3,0.003959589224771448
vcb,2021-08-18,78193,2021,8,18,3,0.0
vcb,2021-08-19,79587,2021,8,19,3,0.017670633451671327
vcb,2021-08-20,77496,2021,8,20,3,-0.026624440805733653
vcb,2021-08-23,75329,2021,8,23,3,-0.028361135298262265
vcb,2021-08-24,75096,2021,8,24,3,-0.0030978917911308147
vcb,2021-08-25,75484,2021,8,25,3,0.005153418232158541
vcb,2021-08-26,74942,2021,8,26,3,-0.007206232240346345
vcb,2021-08-27,75716,2021,8,27,3,0.010275017717470303
vcb,2021-08-30,76877,2021,8,30,3,0.015217243304454339
vcb,2021-08-31,76955,2021,8,31,3,0.0010140933834899318
vcb,2021-09-01,76955,2021,9,1,3,0.0
vcb,2021-09-06,77419,2021,9,6,3,0.006011393075136604
vcb,2021-09-07,77419,2021,9,7,3,0.0
vcb,2021-09-08,77187,2021,9,8,3,-0.0030011794385317006
vcb,2021-09-09,76877,2021,9,9,3,-0.004024307020094732
vcb,2021-09-10,76800,2021,9,10,3,-0.0010021018948010883
vcb,2021-09-13,75948,2021,9,13,3,-0.011155744572457882
vcb,2021-09-14,76103,2021,9,14,3,0.002038790322855785
vcb,2021-09-15,75174,2021,9,15,3,-0.012282259412553658
vcb,2021-09-16,75948,2021,9,16,3,0.010243469089698032
vcb,2021-09-17,75251,2021,9,17,3,-0.00921970300393711
vcb,2021-09-20,77109,2021,9,20,3,0.02439081269696851
vcb,2021-09-21,75871,2021,9,21,3,-0.016185475570851114
vcb,2021-09-22,77032,2021,9,22,3,0.015186390234633808
vcb,2021-09-23,77032,2021,9,23,3,0.0
vcb,2021-09-24,77032,2021,9,24,3,0.0
vcb,2021-09-27,75871,2021,9,27,3,-0.01518639023463389
vcb,2021-09-28,76800,2021,9,28,3,0.012170110450277593
vcb,2021-09-29,76258,2021,9,29,3,-0.007082312136830474
vcb,2021-09-30,75251,2021,9,30,3,-0.01329313543956458
vcb,2021-10-01,74245,2021,10,1,3,-0.013458757229206681
vcb,2021-10-04,73238,2021,10,4,3,-0.013656023396821048
vcb,2021-10-05,74013,2021,10,5,3,0.010526341499477156
vcb,2021-10-06,74013,2021,10,6,3,0.0
vcb,2021-10-07,74942,2021,10,7,3,0.012473727575821865
vcb,2021-10-08,75096,2021,10,8,3,0.0020528140081879052
vcb,2021-10-11,75484,2021,10,11,3,0.005153418232158541
vcb,2021-10-12,75096,2021,10,12,3,-0.0051534182321585085
vcb,2021-10-13,75096,2021,10,13,3,0.0
vcb,2021-10-14,74864,2021,10,14,3,-0.003094160910830205
vcb,2021-10-15,74709,2021,10,15,3,-0.002072567314742562
vcb,2021-10-18,74322,2021,10,18,3,-0.005193562009000004
vcb,2021-10-19,74632,2021,10,19,3,0.004162364858542129
vcb,2021-10-20,73548,2021,10,20,3,-0.014631115367064884
vcb,2021-10-21,72774,2021,10,21,3,-0.010579505736796542
vcb,2021-10-22,73006,2021,10,22,3,0.0031828809968552866
vcb,2021-10-25,72851,2021,10,25,3,-0.002125370168687719
vcb,2021-10-26,72774,2021,10,26,3,-0.0010575108281674407
vcb,2021-10-27,74400,2021,10,27,3,0.022097193284247776
vcb,2021-10-28,75793,2021,10,28,3,0.01854999825995403
vcb,2021-10-29,75871,2021,10,29,3,0.0010285896043487545
vcb,2021-11-01,75096,2021,11,1,3,-0.010267234668658212
vcb,2021-11-02,75793,2021,11,2,3,0.009238645064309395
vcb,2021-11-03,76413,2021,11,3,3,0.008146898666465594
vcb,2021-11-04,76180,2021,11,4,3,-0.003053877715007718
vcb,2021-11-05,75484,2021,11,5,3,-0.009178247783608795
vcb,2021-11-08,76025,2021,11,8,3,0.007141520296579062
vcb,2021-11-09,75174,2021,11,9,3,-0.01125680707195772
vcb,2021-11-10,75561,2021,11,10,3,0.005134850569879385
vcb,2021-11-11,76103,2021,11,11,3,0.007147408842674133
vcb,2021-11-12,76025,2021,11,12,3,-0.0010254523405959805
vcb,2021-11-15,75638,2021,11,15,3,-0.005103431159230595
vcb,2021-11-16,75251,2021,11,16,3,-0.005129609826966232
vcb,2021-11-17,75871,2021,11,17,3,0.008205337126117382
vcb,2021-11-18,75096,2021,11,18,3,-0.010267234668658212
vcb,2021-11-19,75174,2021,11,19,3,0.0010381314567799434
vcb,2021-11-22,76490,2021,11,22,3,0.017354586842303992
vcb,2021-11-23,76722,2021,11,23,3,0.003028485723311469
vcb,2021-11-24,81135,2021,11,24,3,0.05592593493441374
vcb,2021-11-25,82916,2021,11,25,3,0.021713613145764782
vcb,2021-11-26,81290,2021,11,26,3,-0.019805039378783952
vcb,2021-11-29,78271,2021,11,29,3,-0.03784584373613931
vcb,2021-11-30,76567,2021,11,30,3,-0.022010989500304046
vcb,2021-12-01,76645,2021,12,1,3,0.001018197096033054
vcb,2021-12-02,76722,2021,12,2,3,0.0010041274390155837
vcb,2021-12-03,75871,2021,12,3,3,-0.01115396935373732
vcb,2021-12-06,73858,2021,12,6,3,-0.026890198901714738
vcb,2021-12-07,76025,2021,12,7,3,0.02891790276179411
vcb,2021-12-08,76413,2021,12,8,3,0.0050906052020374135
vcb,2021-12-09,76800,2021,12,9,3,0.005051801388160806
vcb,2021-12-10,77419,2021,12,10,3,0.008027588353427418
vcb,2021-12-13,77109,2021,12,13,3,-0.004012223232853782
vcb,2021-12-14,76877,2021,12,14,3,-0.003013263225772586
vcb,2021-12-15,77342,2021,12,15,3,0.006030403636032699
vcb,2021-12-16,76722,2021,12,16,3,-0.008048646627373956
vcb,2021-12-17,74709,2021,12,17,3,-0.02658793224796827
vcb,2021-12-20,77032,2021,12,20,3,0.030620353128864828
vcb,2021-12-21,76567,2021,12,21,3,-0.006054745415945266
vcb,2021-12-22,76900,2021,12,22,3,0.004339701989560806
vcb,2021-12-23,76500,2021,12,23,3,-0.0052151356791081595
vcb,2021-12-24,78500,2021,12,24,3,0.025807883955872503
vcb,2021-12-27,79800,2021,12,27,3,0.01642487966740033
vcb,2021-12-28,80000,2021,12,28,3,0.0025031302181184748
vcb,2021-12-29,79500,2021,12,29,3,-0.006269613013595374
vcb,2021-12-30,78400,2021,12,30,3,-0.01393309430392405
vcb,2021-12-31,78800,2021,12,31,3,0.005089069507471228
vcb,2022-01-04,79000,2022,1,4,3,0.0025348556031881157
vcb,2022-01-05,78000,2022,1,5,3,-0.012739025777429714
vcb,2022-01-06,79100,2022,1,6,3,0.014004048084016403
vcb,2022-01-07,79800,2022,1,7,3,0.008810629682154906
vcb,2022-01-10,79500,2022,1,10,3,-0.0037664827954768934
vcb,2022-01-11,79400,2022,1,11,3,-0.0012586534071961774
vcb,2022-01-12,80000,2022,1,12,3,0.007528266420791588
vcb,2022-01-13,81900,2022,1,13,3,0.023472356185142068
vcb,2022-01-14,83400,2022,1,14,3,0.01814931850567727
vcb,2022-01-17,86200,2022,1,17,3,0.03302186830494635
vcb,2022-01-18,87600,2022,1,18,3,0.01611082027269827
vcb,2022-01-19,86800,2022,1,19,3,-0.00917437627604127
vcb,2022-01-20,87100,2022,1,20,3,0.0034502621921525278
vcb,2022-01-21,89200,2022,1,21,3,0.023824155727506666
vcb,2022-01-24,93000,2022,1,24,3,0.04171845356729226
vcb,2022-01-25,95800,2022,1,25,3,0.029663191823558855
vcb,2022-01-26,94500,2022,1,26,3,-0.013662850477117794
vcb,2022-01-27,91000,2022,1,27,3,-0.037740327982847086
vcb,2022-01-28,89000,2022,1,28,3,-0.022223136784710235
vcb,2022-02-07,92400,2022,2,7,3,0.037490608915498685
vcb,2022-02-08,92000,2022,2,8,3,-0.00433840159859813
vcb,2022-02-09,90800,2022,2,9,3,-0.013129291441792736
vcb,2022-02-10,91300,2022,2,10,3,0.0054915019936751614
vcb,2022-02-11,90000,2022,2,11,3,-0.014341117270657712
vcb,2022-02-14,86000,2022,2,14,3,-0.04546237407675729
vcb,2022-02-15,87000,2022,2,15,3,0.011560822401076006
vcb,2022-02-16,87000,2022,2,16,3,0.0
vcb,2022-02-17,87500,2022,2,17,3,0.0057306747089850745
vcb,2022-02-18,87200,2022,2,18,3,-0.003434462448634819
vcb,2022-02-21,87400,2022,2,21,3,0.0022909517465557624
vcb,2022-02-22,86800,2022,2,22,3,-0.006888660995185268
vcb,2022-02-23,86900,2022,2,23,3,0.0011514106050418357
vcb,2022-02-24,85300,2022,2,24,3,-0.018583577773712938
vcb,2022-02-25,85100,2022,2,25,3,-0.002347418918305008
vcb,2022-02-28,84500,2022,2,28,3,-0.007075501216200235
vcb,2022-03-01,85000,2022,3,1,3,0.005899722127188322
vcb,2022-03-02,85000,2022,3,2,3,0.0
vcb,2022-03-03,85500,2022,3,3,3,0.005865119452398058
vcb,2022-03-04,84900,2022,3,4,3,-0.007042282625412923
vcb,2022-03-07,84900,2022,3,7,3,0.0
vcb,2022-03-08,81500,2022,3,8,3,-0.040871073070484557
vcb,2022-03-09,83000,2022,3,9,3,0.018237587549780793
vcb,2022-03-10,83500,2022,3,10,3,0.006006024060211949
vcb,2022-03-11,83800,2022,3,11,3,0.003586375631227653
vcb,2022-03-14,84200,2022,3,14,3,0.004761913760243785
vcb,2022-03-15,81100,2022,3,15,3,-0.03751196012691382
vcb,2022-03-16,82500,2022,3,16,3,0.017115332219267962
vcb,2022-03-17,83000,2022,3,17,3,0.006042314455962662
vcb,2022-03-18,84200,2022,3,18,3,0.014354313451683122
vcb,2022-03-21,84900,2022,3,21,3,0.008279172069020506
vcb,2022-03-22,84900,2022,3,22,3,0.0
vcb,2022-03-23,84900,2022,3,23,3,0.0
vcb,2022-03-24,83500,2022,3,24,3,-0.01662746146049184
vcb,2022-03-25,82500,2022,3,25,3,-0.01204833851617448
vcb,2022-03-28,82400,2022,3,28,3,-0.0012128564252092936
vcb,2022-03-29,81900,2022,3,29,3,-0.006086446056402328
vcb,2022-03-30,82000,2022,3,30,3,0.001220256405229369
vcb,2022-03-31,82100,2022,3,31,3,0.0012187691941294254
vcb,2022-04-01,82800,2022,4,1,3,0.00849004493283146
vcb,2022-04-04,82600,2022,4,4,3,-0.002418380864281638
vcb,2022-04-05,83000,2022,4,5,3,0.004830927269665592
vcb,2022-04-06,84600,2022,4,6,3,0.019093658815579603
vcb,2022-04-07,83000,2022,4,7,3,-0.0190936588155797
vcb,2022-04-08,83000,2022,4,8,3,0.0
vcb,2022-04-12,82400,2022,4,12,3,-0.00725517088117191
vcb,2022-04-13,82400,2022,4,13,3,0.0
vcb,2022-04-14,81000,2022,4,14,3,-0.01713628224298724
vcb,2022-04-15,80200,2022,4,15,3,-0.00992563979996993
vcb,2022-04-18,77700,2022,4,18,3,-0.03166825749886706
vcb,2022-04-19,77700,2022,4,19,3,0.0
vcb,2022-04-20,78400,2022,4,20,3,0.008968669982760316
vcb,2022-04-21,78400,2022,4,21,3,0.0
vcb,2022-04-22,82200,2022,4,22,3,0.047331374705772145
vcb,2022-04-25,81800,2022,4,25,3,-0.004878058453432855
vcb,2022-04-26,80500,2022,4,26,3,-0.016020059184183675
vcb,2022-04-27,81500,2022,4,27,3,0.012345835822299362
vcb,2022-04-28,81500,2022,4,28,3,0.0
vcb,2022-04-29,80900,2022,4,29,3,-0.007389196182370977
vcb,2022-05-04,79900,2022,5,4,3,-0.012437971292217059
vcb,2022-05-05,81000,2022,5,5,3,0.01367330190020986
vcb,2022-05-06,79400,2022,5,6,3,-0.019950786419348682
vcb,2022-05-09,77900,2022,5,9,3,-0.019072415376387496
vcb,2022-05-10,80000,2022,5,10,3,0.026600681797178987
vcb,2022-05-11,80000,2022,5,11,3,0.0
vcb,2022-05-12,77000,2022,5,12,3,-0.03822121282019774
vcb,2022-05-13,73000,2022,5,13,3,-0.053345980705292735
vcb,2022-05-16,74200,2022,5,16,3,0.01630470902494357
vcb,2022-05-17,76000,2022,5,17,3,0.023969190112996402
vcb,2022-05-18,75400,2022,5,18,3,-0.007926065272420716
vcb,2022-05-19,76000,2022,5,19,3,0.007926065272420723
vcb,2022-05-20,75300,2022,5,20,3,-0.009253205480483159
vcb,2022-05-23,74400,2022,5,23,3,-0.0120241929668017
vcb,2022-05-24,75600,2022,5,24,3,0.01600034134644112
vcb,2022-05-25,77000,2022,5,25,3,0.018349138668196617
vcb,2022-05-26,76700,2022,5,26,3,-0.0039037134804732923
vcb,2022-05-27,77400,2022,5,27,3,0.009085072222470836
vcb,2022-05-30,78000,2022,5,30,3,0.0077220460939103185
vcb,2022-05-31,78900,2022,5,31,3,0.011472401162236781
vcb,2022-06-01,80500,2022,6,1,3,0.020075956572689225
vcb,2022-06-02,79000,2022,6,2,3,-0.018809331957496227
vcb,2022-06-03,77500,2022,6,3,3,-0.01916991610772017
vcb,2022-06-06,79700,2022,6,6,3,0.027991649436867987
vcb,2022-06-07,81000,2022,6,7,3,0.016179568876269486
vcb,2022-06-08,79200,2022,6,8,3,-0.02247285585205863
vcb,2022-06-09,77800,2022,6,9,3,-0.0178348676360342
vcb,2022-06-10,77700,2022,6,10,3,-0.0012861738107441186
vcb,2022-06-13,76400,2022,6,13,3,-0.016872561201126953
vcb,2022-06-14,77000,2022,6,14,3,0.007822725681209078
