"Date","Price","Open","High","Low","Vol.","Change %"
"03/22/2021","95,378","96,356","96,356","92,889","1.10M","-1.01%"
"03/19/2021","96,356","93,867","96,356","93,867","1.83M","1.69%"
"03/18/2021","94,756","93,778","94,756","93,511","1.66M","1.81%"
"03/17/2021","93,067","92,622","93,600","92,444","1.42M","-0.66%"
"03/16/2021","93,689","94,222","94,222","93,244","1.53M","-0.57%"
"03/15/2021","94,222","94,133","94,400","93,689","2.96M","0.09%"
"03/12/2021","94,133","94,133","94,667","93,333","1.26M","0.00%"
"03/11/2021","94,133","94,222","96,000","93,867","1.25M","-0.09%"
"03/10/2021","94,222","92,889","94,222","90,756","648.34K","1.63%"
"03/09/2021","92,711","93,333","94,489","88,889","1.79M","-1.60%"
"03/08/2021","94,222","94,667","95,111","93,333","1.56M","-0.28%"
"03/05/2021","94,489","95,022","95,556","94,044","1.46M","-0.56%"
"03/04/2021","95,022","95,644","95,911","94,756","1.88M","0.00%"
"03/03/2021","95,022","94,756","96,178","94,667","1.21M","-1.20%"
"03/02/2021","96,178","96,444","96,978","94,400","1.04M","-0.28%"
"03/01/2021","96,444","97,689","97,689","95,733","874.91K","-0.46%"
"02/26/2021","96,889","94,400","97,689","94,400","1.04M","0.09%"
"02/25/2021","96,800","97,333","97,689","94,311","1.14M","0.65%"
"02/24/2021","96,178","99,022","99,022","94,222","1.07M","-1.64%"
"02/23/2021","97,778","96,178","99,289","95,556","1.57M","0.27%"
"02/22/2021","97,511","97,067","98,400","94,222","1.67M","0.64%"
"02/19/2021","96,889","95,644","97,333","95,111","1.61M","-0.91%"
"02/18/2021","97,778","95,556","97,778","94,311","1.61M","1.85%"
"02/17/2021","96,000","94,489","96,000","94,400","1.41M","1.69%"
"02/09/2021","94,400","92,444","94,667","90,222","1.98M","5.15%"
"02/08/2021","89,778","95,822","95,822","89,778","3.85M","-6.05%"
"02/05/2021","95,556","93,333","95,556","93,333","1.04M","2.38%"
"02/04/2021","93,333","95,467","95,556","90,667","1.15M","-2.33%"
"02/03/2021","95,556","93,333","96,000","93,333","1.91M","1.51%"
"02/02/2021","94,133","88,000","94,133","88,000","1.99M","6.97%"
"02/01/2021","88,000","88,356","91,556","87,822","1.51M","-0.40%"
"01/29/2021","88,356","82,222","88,444","82,222","1.90M","6.88%"
"01/28/2021","82,667","83,822","85,333","82,667","1.96M","-7.00%"
"01/27/2021","88,889","90,222","91,556","88,444","1.68M","-1.48%"
"01/26/2021","90,222","93,156","93,333","88,533","1.16M","-3.15%"
"01/25/2021","93,156","93,333","94,044","92,533","930.71K","-0.19%"
"01/22/2021","93,333","93,422","94,667","93,333","1.23M","-0.10%"
"01/21/2021","93,422","93,333","93,511","91,556","1.76M","1.74%"
"01/20/2021","91,822","91,556","93,333","91,111","2.11M","0.58%"
"01/19/2021","91,289","98,044","98,044","91,200","1.54M","-6.89%"
"01/18/2021","98,044","99,556","99,644","97,867","930.26K","-0.81%"
"01/15/2021","98,844","99,022","99,733","97,600","1.39M","0.72%"
"01/14/2021","98,133","99,111","99,822","97,778","1.62M","-0.63%"
"01/13/2021","98,756","101,689","101,867","98,756","1.39M","-2.88%"
"01/12/2021","101,689","103,111","103,111","101,067","1.10M","0.53%"
"01/11/2021","101,156","100,267","101,867","100,267","1.73M","1.79%"
"01/08/2021","99,378","97,867","100,178","97,867","1.52M","1.54%"
"01/07/2021","97,867","98,133","98,667","96,889","970.09K","-0.09%"
"01/06/2021","97,956","97,778","98,222","96,800","1.44M","0.46%"
"01/05/2021","97,511","95,289","97,689","95,289","1.34M","1.57%"
"01/04/2021","96,000","96,444","96,889","94,667","1.11M","-0.19%"
"12/31/2020","96,178","96,444","97,156","93,778","738.04K","-0.28%"
"12/30/2020","96,444","94,844","97,422","94,844","1.72M","1.88%"
"12/29/2020","94,667","94,311","94,756","94,044","688.90K","0.57%"
"12/28/2020","94,133","94,133","94,756","93,689","800.67K","0.00%"
"12/25/2020","94,133","93,956","94,578","93,333","416.59K","0.19%"
"12/24/2020","93,956","95,111","95,111","92,444","935.37K","0.00%"
"12/23/2020","93,956","93,956","95,111","93,689","789.11K","0.00%"
"12/22/2020","93,956","94,222","95,556","93,600","583.11K","-0.66%"
"12/21/2020","94,578","93,778","94,578","93,244","660.49K","1.62%"
"12/18/2020","93,067","93,067","94,311","92,889","1.52M","0.00%"
"12/17/2020","93,067","95,111","95,111","92,978","1.52M","-2.15%"
"12/16/2020","95,111","94,933","95,200","94,133","850.72K","0.00%"
"12/15/2020","95,111","96,800","96,800","94,844","1.36M","-1.74%"
"12/14/2020","96,800","94,844","96,800","93,778","1.26M","1.97%"
"12/11/2020","94,933","93,244","94,933","93,244","640.53K","1.81%"
"12/10/2020","93,244","94,222","95,111","93,244","1.10M","-1.04%"
"12/09/2020","94,222","93,333","94,222","92,800","888.51K","0.95%"
"12/08/2020","93,333","94,044","94,044","93,156","840.69K","-0.76%"
"12/07/2020","94,044","94,222","94,222","93,422","763.49K","0.00%"
"12/04/2020","94,044","94,044","94,667","92,889","896.69K","0.00%"
"12/03/2020","94,044","93,333","94,044","92,711","823.22K","0.76%"
"12/02/2020","93,333","93,244","93,778","92,622","560.15K","0.00%"
"12/01/2020","93,333","91,556","93,333","91,378","1.07M","1.06%"
"11/30/2020","92,356","93,511","93,778","92,267","1.80M","-1.24%"
"11/27/2020","93,511","94,222","94,311","93,156","810.93K","-0.85%"
"11/26/2020","94,311","93,333","94,400","92,889","613.63K","0.47%"
"11/25/2020","93,867","92,533","94,400","92,533","1.38M","1.54%"
"11/24/2020","92,444","92,356","93,333","91,644","913.75K","0.19%"
"11/23/2020","92,267","92,444","93,422","91,644","827.61K","0.00%"
"11/20/2020","92,267","92,889","92,889","91,911","600.57K","-0.19%"
"11/19/2020","92,444","93,156","93,156","91,556","1.34M","-0.86%"
"11/18/2020","93,244","94,222","94,222","91,556","845.18K","-1.04%"
"11/17/2020","94,222","91,556","94,222","90,844","970.11K","3.92%"
"11/16/2020","90,667","95,467","96,444","88,889","2.00M","-5.03%"
"11/13/2020","95,467","94,933","96,000","94,311","602.27K","0.56%"
"11/12/2020","94,933","94,044","94,933","93,333","767.99K","0.95%"
"11/11/2020","94,044","93,867","94,222","91,556","1.16M","0.19%"
"11/10/2020","93,867","94,667","95,289","93,867","879.73K","-0.47%"
"11/09/2020","94,311","93,422","94,400","93,067","904.14K","0.95%"
"11/06/2020","93,422","94,222","94,222","92,889","666.93K","0.57%"
"11/05/2020","92,889","92,622","95,022","92,444","888.59K","0.97%"
"11/04/2020","92,000","92,711","92,800","91,556","557.26K","-0.86%"
"11/03/2020","92,800","95,111","95,111","92,800","844.95K","-1.97%"
"11/02/2020","94,667","94,667","95,111","93,333","777.50K","0.00%"
"10/30/2020","94,667","90,222","94,667","89,511","1.09M","5.76%"
"10/29/2020","89,511","89,067","91,556","88,889","1.49M","0.50%"
"10/28/2020","89,067","93,956","95,111","87,822","1.33M","-5.20%"
"10/27/2020","93,956","95,111","95,200","92,444","904.52K","0.57%"
"10/26/2020","93,422","96,889","97,333","93,244","1.10M","1.06%"
"10/23/2020","92,444","89,067","93,244","88,889","1.98M","3.90%"
"10/22/2020","88,978","86,222","88,978","86,044","699.31K","2.88%"
"10/21/2020","86,489","86,933","87,022","85,956","193.51K","-0.51%"
"10/20/2020","86,933","86,578","87,022","85,156","575.16K","0.10%"
"10/19/2020","86,844","86,933","87,022","86,578","416.91K","0.10%"
"10/16/2020","86,756","87,200","87,200","86,133","671.16K","0.10%"
