"Date","Price","Open","High","Low","Vol.","Change %"
"06/10/2021","94,177.0","96,144.0","96,144.0","93,391.0","287.10K","0.00%"
"06/09/2021","94,177.0","94,177.0","94,866.0","93,194.0","432.40K","-0.21%"
"06/08/2021","94,374.0","98,798.0","98,798.0","94,374.0","550.30K","-3.61%"
"06/07/2021","97,913.0","99,289.0","100,174.0","97,323.0","446.70K","-0.99%"
"06/04/2021","98,896.0","98,700.0","99,486.0","98,700.0","333.70K","-0.59%"
"06/03/2021","99,486.0","101,157.0","101,157.0","98,896.0","376.80K","0.70%"
"06/02/2021","98,798.0","98,306.0","101,649.0","98,208.0","660.20K","0.00%"
"06/01/2021","98,798.0","98,896.0","99,289.0","98,306.0","353.20K","-0.40%"
"05/31/2021","99,191.0","100,666.0","100,764.0","98,306.0","431.70K","-0.10%"
"05/28/2021","99,289.0","99,093.0","101,256.0","99,093.0","439.50K","-0.59%"
"05/27/2021","99,879.0","101,256.0","101,256.0","99,289.0","349.70K","-0.20%"
"05/26/2021","100,076.0","101,944.0","101,944.0","99,093.0","664.60K","-0.10%"
"05/25/2021","100,174.0","99,388.0","102,239.0","98,503.0","604.80K","0.00%"
"05/24/2021","100,174.0","101,256.0","102,239.0","99,781.0","416.20K","0.10%"
"05/21/2021","100,076.0","97,323.0","103,123.0","96,930.0","701.40K","2.52%"
"05/20/2021","97,618.0","92,408.0","97,815.0","92,408.0","1.02M","6.20%"
"05/19/2021","91,916.0","91,621.0","92,408.0","91,130.0","250.70K","0.00%"
"05/18/2021","91,916.0","93,293.0","93,293.0","91,916.0","261.80K","-0.53%"
"05/17/2021","92,408.0","94,177.0","94,177.0","92,408.0","203.90K","-0.21%"
"05/14/2021","92,605.0","92,506.0","93,883.0","92,015.0","306.50K","-0.11%"
"05/13/2021","92,703.0","94,276.0","95,161.0","92,703.0","335.20K","-1.57%"
"05/12/2021","94,177.0","93,194.0","94,276.0","92,408.0","209.60K","1.91%"
"05/11/2021","92,408.0","93,391.0","94,276.0","92,408.0","371.80K","0.43%"
"05/10/2021","92,015.0","93,883.0","93,883.0","92,015.0","391.40K","-1.99%"
"05/07/2021","93,883.0","94,374.0","94,866.0","92,408.0","631.50K","-0.52%"
"05/06/2021","94,374.0","96,340.0","96,340.0","94,374.0","502.10K","-1.03%"
"05/05/2021","95,357.0","95,357.0","96,340.0","94,571.0","560.40K","1.89%"
"05/04/2021","93,588.0","94,472.0","95,849.0","93,588.0","279.90K","-2.86%"
"04/29/2021","96,340.0","94,276.0","96,340.0","93,391.0","1.22M","2.40%"
"04/28/2021","94,079.0","92,015.0","94,374.0","91,818.0","584.30K","-0.31%"
"04/27/2021","94,374.0","90,442.0","94,374.0","90,442.0","514.70K","1.05%"
"04/26/2021","93,391.0","94,374.0","94,374.0","91,916.0","547.30K","-1.04%"
"04/23/2021","94,374.0","92,310.0","95,161.0","89,950.0","1.34M","2.24%"
"04/22/2021","92,310.0","92,408.0","92,703.0","91,720.0","709.10K","-0.53%"
"04/20/2021","92,801.0","92,506.0","93,391.0","91,425.0","688.90K","0.43%"
"04/19/2021","92,408.0","90,442.0","92,899.0","90,049.0","1.39M","3.41%"
"04/16/2021","89,360.0","89,950.0","91,818.0","86,411.0","709.20K","-1.20%"
"04/15/2021","90,442.0","90,933.0","93,194.0","89,950.0","735.80K","0.55%"
"04/14/2021","89,950.0","88,672.0","89,950.0","87,493.0","490.70K","0.88%"
"04/13/2021","89,164.0","90,147.0","90,638.0","88,476.0","539.00K","-1.20%"
"04/12/2021","90,245.0","88,967.0","90,933.0","88,967.0","669.10K","1.66%"
"04/09/2021","88,771.0","86,608.0","88,967.0","86,510.0","671.20K","2.03%"
"04/08/2021","87,001.0","86,804.0","87,001.0","85,527.0","390.80K","0.00%"
"04/07/2021","87,001.0","86,608.0","87,493.0","86,313.0","385.30K","-0.56%"
"04/06/2021","87,493.0","87,296.0","87,984.0","86,903.0","488.40K","0.23%"
"04/05/2021","87,296.0","87,001.0","87,984.0","87,001.0","511.80K","0.11%"
